full_name	name	state	country	latitude	longitude	timezone
Saga, Japan	Saga	Saga	Japan	33.23333	130.3	Asia/Tokyo
Singida, Tanzania	Singida	Singida	Tanzania	-4.81629	34.74358	Africa/Dar_es_Salaam
Kigoma, Tanzania	Kigoma	Kigoma	Tanzania	-4.87694	29.62667	Africa/Dar_es_Salaam
Fremont, California, United States	Fremont	California	United States	37.54827	-121.98857	America/Los_Angeles
Jiayuguan, Gansu, China	Jiayuguan	Gansu	China	39.81121	98.28618	Asia/Shanghai
Ganganagar, Rajasthan, India	Ganganagar	Rajasthan	India	29.92009	73.87496	Asia/Kolkata
Taytay, Calabarzon, Philippines	Taytay	Calabarzon	Philippines	14.55883	121.13285	Asia/Manila
Neuquen, Argentina	Neuquen	Neuquen	Argentina	-38.95161	-68.0591	America/Argentina/Salta
Suncheon, Jeollanam-do, South Korea	Suncheon	Jeollanam-do	South Korea	34.9505	127.48784	Asia/Seoul
Pasir Mas, Kelantan, Malaysia	Pasir Mas	Kelantan	Malaysia	6.04934	102.13987	Asia/Kuala_Lumpur
Purwokerto, Central Java, Indonesia	Purwokerto	Central Java	Indonesia	-7.42139	109.23444	Asia/Jakarta
Jose C. Paz, Buenos Aires, Argentina	Jose C. Paz	Buenos Aires	Argentina	-34.51541	-58.76813	America/Argentina/Buenos_Aires
Elche, Valencia, Spain	Elche	Valencia	Spain	38.26218	-0.70107	Europe/Madrid
Marka, Lower Shabeelle, Somalia	Marka	Lower Shabeelle	Somalia	1.71594	44.77166	Africa/Mogadishu
Halwan, Cairo, Egypt	Halwan	Cairo	Egypt	29.84144	31.30084	Africa/Cairo
Atani, Anambra, Nigeria	Atani	Anambra	Nigeria	6.01277	6.74768	Africa/Lagos
Rio Verde, Goias, Brazil	Rio Verde	Goias	Brazil	-17.79806	-50.92806	America/Sao_Paulo
Hosur, Tamil Nadu, India	Hosur	Tamil Nadu	India	12.73647	77.83264	Asia/Kolkata
Nawabshah, Sindh, Pakistan	Nawabshah	Sindh	Pakistan	26.23939	68.40369	Asia/Karachi
Tripoli, Liban-Nord, Lebanon	Tripoli	Liban-Nord	Lebanon	34.43352	35.84415	Asia/Beirut
Bharatpur, Rajasthan, India	Bharatpur	Rajasthan	India	27.21731	77.49009	Asia/Kolkata
Longueuil, Quebec, Canada	Longueuil	Quebec	Canada	45.5152	-73.46818	America/Toronto
Ordu, Turkey	Ordu	Ordu	Turkey	40.97782	37.89047	Europe/Istanbul
San Fernando de Apure, Apure, Venezuela	San Fernando de Apure	Apure	Venezuela	7.88782	-67.47236	America/Caracas
Croix-des-Bouquets, Ouest, Haiti	Croix-des-Bouquets	Ouest	Haiti	18.57677	-72.22625	America/Port-au-Prince
Ploiesti, Prahova, Romania	Ploiesti	Prahova	Romania	44.95	26.01667	Europe/Bucharest
Sungai Petani, Kedah, Malaysia	Sungai Petani	Kedah	Malaysia	5.647	100.48772	Asia/Kuala_Lumpur
Lucena, Calabarzon, Philippines	Lucena	Calabarzon	Philippines	13.93139	121.61722	Asia/Manila
Ipatinga, Minas Gerais, Brazil	Ipatinga	Minas Gerais	Brazil	-19.46833	-42.53667	America/Sao_Paulo
Karimnagar, Telangana, India	Karimnagar	Telangana	India	18.43915	79.12856	Asia/Kolkata
Baton Rouge, Louisiana, United States	Baton Rouge	Louisiana	United States	30.44332	-91.18747	America/Chicago
Jinchang, Gansu, China	Jinchang	Gansu	China	38.50062	102.19379	Asia/Shanghai
Rach Gia, Kien Giang Province, Vietnam	Rach Gia	Kien Giang Province	Vietnam	10.01245	105.08091	Asia/Ho_Chi_Minh
Kosice, Kosice Region, Slovakia	Kosice	Kosice Region	Slovakia	48.71395	21.25808	Europe/Bratislava
Netanya, Central District, Israel	Netanya	Central District	Israel	32.33291	34.85992	Asia/Jerusalem
Ciudad Lineal, Madrid, Spain	Ciudad Lineal	Madrid	Spain	40.44505	-3.65132	Europe/Madrid
Bexley, England, United Kingdom	Bexley	England	United Kingdom	51.44162	0.14866	Europe/London
Nassau, New Providence, Bahamas	Nassau	New Providence	Bahamas	25.05823	-77.34306	America/Nassau
San Lorenzo, Central Department, Paraguay	San Lorenzo	Central Department	Paraguay	-25.33968	-57.50879	America/Asuncion
Mohammedia, Casablanca-Settat, Morocco	Mohammedia	Casablanca-Settat	Morocco	33.68607	-7.38298	Africa/Casablanca
Guatire, Miranda, Venezuela	Guatire	Miranda	Venezuela	10.474	-66.54241	America/Caracas
Tanjung Pinang, Riau Islands, Indonesia	Tanjung Pinang	Riau Islands	Indonesia	0.91667	104.45833	Asia/Jakarta
Hougang New Town, NA, Singapore	Hougang New Town	NA	Singapore	1.35667	103.89083	Asia/Singapore
Sosnowiec, Silesia, Poland	Sosnowiec	Silesia	Poland	50.28682	19.10385	Europe/Warsaw
Diez de Octubre, Havana, Cuba	Diez de Octubre	Havana	Cuba	23.0881	-82.3597	America/Havana
Turkestan, South Kazakhstan, Kazakhstan	Turkestan	South Kazakhstan	Kazakhstan	43.29733	68.25175	Asia/Almaty
Staryy Oskol, Belgorod Oblast, Russia	Staryy Oskol	Belgorod Oblast	Russia	51.29667	37.84167	Europe/Moscow
Gusau, Zamfara State, Nigeria	Gusau	Zamfara State	Nigeria	12.17024	6.66412	Africa/Lagos
Neue Neustadt, Saxony-Anhalt, Germany	Neue Neustadt	Saxony-Anhalt	Germany	52.15	11.63333	Europe/Berlin
Kamyanske, Dnipropetrovsk, Ukraine	Kamyanske	Dnipropetrovsk	Ukraine	48.51716	34.60617	Europe/Kyiv
Ashdod, Southern District, Israel	Ashdod	Southern District	Israel	31.79213	34.64966	Asia/Jerusalem
Radom, Mazovia, Poland	Radom	Mazovia	Poland	51.40253	21.14714	Europe/Warsaw
Richmond, Virginia, United States	Richmond	Virginia	United States	37.55376	-77.46026	America/New_York
Nzerekore, Nzerekore Region, Guinea	Nzerekore	Nzerekore Region	Guinea	7.75624	-8.8179	Africa/Conakry
Shrirampur, West Bengal, India	Shrirampur	West Bengal	India	22.75278	88.34222	Asia/Kolkata
Fendou, Heilongjiang, China	Fendou	Heilongjiang	China	46.64142	124.86283	Asia/Shanghai
Sabzevar, Razavi Khorasan, Iran	Sabzevar	Razavi Khorasan	Iran	36.2126	57.68191	Asia/Tehran
Raichur, Karnataka, India	Raichur	Karnataka	India	16.20546	77.35567	Asia/Kolkata
Huanggang, Guangdong, China	Huanggang	Guangdong	China	23.67704	116.99961	Asia/Shanghai
Quthbullapur, Telangana, India	Quthbullapur	Telangana	India	17.50107	78.45818	Asia/Kolkata
Mubi, Adamawa, Nigeria	Mubi	Adamawa	Nigeria	10.26858	13.26701	Africa/Lagos
Sector 1, Bucuresti, Romania	Sector 1	Bucuresti	Romania	44.49239	26.04831	Europe/Bucharest
Lexington, Kentucky, United States	Lexington	Kentucky	United States	37.98869	-84.47772	America/New_York
Luton, England, United Kingdom	Luton	England	United Kingdom	51.87967	-0.41748	Europe/London
Ternopil, Ukraine	Ternopil	Ternopil	Ukraine	49.55404	25.59067	Europe/Kyiv
Juazeiro do Norte, Ceara, Brazil	Juazeiro do Norte	Ceara	Brazil	-7.21306	-39.31528	America/Fortaleza
Bitung, North Sulawesi, Indonesia	Bitung	North Sulawesi	Indonesia	1.44059	125.12824	Asia/Makassar
Mymensingh, Mymensingh Division, Bangladesh	Mymensingh	Mymensingh Division	Bangladesh	24.75636	90.40646	Asia/Dhaka
Padangsidempuan, North Sumatra, Indonesia	Padangsidempuan	North Sumatra	Indonesia	1.37952	99.27146	Asia/Jakarta
Blagoveshchensk, Amur Oblast, Russia	Blagoveshchensk	Amur Oblast	Russia	50.27961	127.5405	Asia/Yakutsk
Karnal, Haryana, India	Karnal	Haryana	India	29.69197	76.98448	Asia/Kolkata
Kumba, South-West, Cameroon	Kumba	South-West	Cameroon	4.6363	9.4469	Africa/Douala
Jingling, Hubei, China	Jingling	Hubei	China	30.65	113.1	Asia/Shanghai
Nagercoil, Tamil Nadu, India	Nagercoil	Tamil Nadu	India	8.17899	77.43227	Asia/Kolkata
Sucre, Chuquisaca Department, Bolivia	Sucre	Chuquisaca Department	Bolivia	-19.03332	-65.26274	America/La_Paz
Mutare, Manicaland, Zimbabwe	Mutare	Manicaland	Zimbabwe	-18.9707	32.67086	Africa/Harare
Ota, Gunma, Japan	Ota	Gunma	Japan	36.3	139.36667	Asia/Tokyo
Minamirinkan, Kanagawa, Japan	Minamirinkan	Kanagawa	Japan	35.49527	139.44279	Asia/Tokyo
Atsugi, Kanagawa, Japan	Atsugi	Kanagawa	Japan	35.44272	139.36931	Asia/Tokyo
Paramaribo, Paramaribo District, Suriname	Paramaribo	Paramaribo District	Suriname	5.86638	-55.16682	America/Paramaribo
Arrah, Bihar, India	Arrah	Bihar	India	25.55629	84.66335	Asia/Kolkata
Okara, Punjab, Pakistan	Okara	Punjab	Pakistan	30.81029	73.45155	Asia/Karachi
Narayanganj, Dhaka Division, Bangladesh	Narayanganj	Dhaka Division	Bangladesh	23.61352	90.50298	Asia/Dhaka
Tongchuanshi, Shaanxi, China	Tongchuanshi	Shaanxi	China	35.07474	109.08495	Asia/Shanghai
Concepcion, Biobio, Chile	Concepcion	Biobio	Chile	-36.82699	-73.04977	America/Santiago
Imphal, Manipur, India	Imphal	Manipur	India	24.80805	93.9442	Asia/Kolkata
Ramadi, Al Anbar, Iraq	Ramadi	Al Anbar	Iraq	33.42056	43.30778	Asia/Baghdad
Najafabad, Isfahan, Iran	Najafabad	Isfahan	Iran	32.63464	51.36525	Asia/Tehran
Paradise, Nevada, United States	Paradise	Nevada	United States	36.09719	-115.14666	America/Los_Angeles
Velikiy Novgorod, Novgorod Oblast, Russia	Velikiy Novgorod	Novgorod Oblast	Russia	58.52131	31.27104	Europe/Moscow
Gosaba, West Bengal, India	Gosaba	West Bengal	India	22.16547	88.8007	Asia/Kolkata
Puerto Princesa, Mimaropa, Philippines	Puerto Princesa	Mimaropa	Philippines	9.73917	118.73528	Asia/Manila
Xintai, Shandong, China	Xintai	Shandong	China	35.90056	117.75194	Asia/Shanghai
El Tigre, Anzoategui, Venezuela	El Tigre	Anzoategui	Venezuela	8.88902	-64.2527	America/Caracas
Haeju, Hwanghae-namdo, North Korea	Haeju	Hwanghae-namdo	North Korea	38.04056	125.71472	Asia/Pyongyang
Formosa, Argentina	Formosa	Formosa	Argentina	-26.18489	-58.17313	America/Argentina/Cordoba
Ikire, Osun State, Nigeria	Ikire	Osun State	Nigeria	7.36983	4.1863	Africa/Lagos
La Ceiba, Atlantida Department, Honduras	La Ceiba	Atlantida Department	Honduras	15.75971	-86.78221	America/Tegucigalpa
Embu das Artes, Sao Paulo, Brazil	Embu das Artes	Sao Paulo	Brazil	-23.64889	-46.85222	America/Sao_Paulo
Kanchipuram, Tamil Nadu, India	Kanchipuram	Tamil Nadu	India	12.83515	79.70006	Asia/Kolkata
Tulua, Valle del Cauca Department, Colombia	Tulua	Valle del Cauca Department	Colombia	4.08466	-76.19536	America/Bogota
Yishun New Town, NA, Singapore	Yishun New Town	NA	Singapore	1.43333	103.83111	Asia/Singapore
Kankan, Kankan Region, Guinea	Kankan	Kankan Region	Guinea	10.38542	-9.30568	Africa/Conakry
Arica, Arica y Parinacota Region, Chile	Arica	Arica y Parinacota Region	Chile	-18.4746	-70.29792	America/Santiago
Shakhty, Rostov, Russia	Shakhty	Rostov	Russia	47.70911	40.21443	Europe/Moscow
Olongapo, Central Luzon, Philippines	Olongapo	Central Luzon	Philippines	14.82917	120.28278	Asia/Manila
Ibarra, Imbabura, Ecuador	Ibarra	Imbabura	Ecuador	0.35171	-78.12233	America/Guayaquil
Banja Luka, Srpska, Bosnia and Herzegovina	Banja Luka	Srpska	Bosnia and Herzegovina	44.77842	17.19386	Europe/Sarajevo
Rufisque, Dakar, Senegal	Rufisque	Dakar	Senegal	14.71542	-17.27334	Africa/Dakar
Rufisque est, Dakar, Senegal	Rufisque est	Dakar	Senegal	14.7162	-17.27283	Africa/Dakar
Neyshabur, Razavi Khorasan, Iran	Neyshabur	Razavi Khorasan	Iran	36.21329	58.79575	Asia/Tehran
Wuxue, Hubei, China	Wuxue	Hubei	China	29.85058	115.5525	Asia/Shanghai
Rennes, Brittany, France	Rennes	Brittany	France	48.11198	-1.67429	Europe/Paris
Chi Linh, Hai Duong Province, Vietnam	Chi Linh	Hai Duong Province	Vietnam	21.06667	106.31667	Asia/Bangkok
Campeche, Mexico	Campeche	Campeche	Mexico	19.84386	-90.52554	America/Merida
Fuencarral-El Pardo, Madrid, Spain	Fuencarral-El Pardo	Madrid	Spain	40.4984	-3.7314	Europe/Madrid
Mirzapur, Uttar Pradesh, India	Mirzapur	Uttar Pradesh	India	25.1449	82.56534	Asia/Kolkata
Oviedo, Asturias, Spain	Oviedo	Asturias	Spain	43.36029	-5.84476	Europe/Madrid
Messina, Sicily, Italy	Messina	Sicily	Italy	38.19394	15.55256	Europe/Rome
Dehiwala-Mount Lavinia, Western Province, Sri Lanka	Dehiwala-Mount Lavinia	Western Province	Sri Lanka	6.84019	79.87116	Asia/Colombo
Takarazuka, Hyogo, Japan	Takarazuka	Hyogo	Japan	34.79936	135.35697	Asia/Tokyo
Kropyvnytskyy, Kirovohrad, Ukraine	Kropyvnytskyy	Kirovohrad	Ukraine	48.50834	32.26618	Europe/Kyiv
Kharagpur, West Bengal, India	Kharagpur	West Bengal	India	22.33971	87.32501	Asia/Kolkata
Badalona, Catalonia, Spain	Badalona	Catalonia	Spain	41.45004	2.24741	Europe/Madrid
Ageoshimo, Saitama, Japan	Ageoshimo	Saitama	Japan	35.97145	139.61382	Asia/Tokyo
Kabinda, Lomami, Democratic Republic of the Congo	Kabinda	Lomami	Democratic Republic of the Congo	-6.13791	24.48179	Africa/Lubumbashi
Binangonan, Calabarzon, Philippines	Binangonan	Calabarzon	Philippines	14.4646	121.1929	Asia/Manila
Oberhausen, North Rhine-Westphalia, Germany	Oberhausen	North Rhine-Westphalia	Germany	51.47805	6.8625	Europe/Berlin
Chon Buri, Thailand	Chon Buri	Chon Buri	Thailand	13.3622	100.98345	Asia/Bangkok
Prokop'yevsk, Kuzbass, Russia	Prokop'yevsk	Kuzbass	Russia	53.9059	86.719	Asia/Novokuznetsk
Esmeraldas, Ecuador	Esmeraldas	Esmeraldas	Ecuador	0.9592	-79.65397	America/Guayaquil
Terrassa, Catalonia, Spain	Terrassa	Catalonia	Spain	41.56667	2.01667	Europe/Madrid
Wuhai, Inner Mongolia, China	Wuhai	Inner Mongolia	China	39.68442	106.81583	Asia/Shanghai
Imperatriz, Maranhao, Brazil	Imperatriz	Maranhao	Brazil	-5.52639	-47.49167	America/Fortaleza
Koutiala, Sikasso, Mali	Koutiala	Sikasso	Mali	12.39173	-5.46421	Africa/Bamako
San Pedro de Macoris, Dominican Republic	San Pedro de Macoris	San Pedro de Macoris	Dominican Republic	18.4539	-69.30864	America/Santo_Domingo
Amarnath, Maharashtra, India	Amarnath	Maharashtra	India	19.2	73.16667	Asia/Kolkata
Kremenchuk, Poltava, Ukraine	Kremenchuk	Poltava	Ukraine	49.06253	33.40484	Europe/Kyiv
Mokotow, Mazovia, Poland	Mokotow	Mazovia	Poland	52.1934	21.03487	Europe/Warsaw
Taiping, Perak, Malaysia	Taiping	Perak	Malaysia	4.85	100.73333	Asia/Kuala_Lumpur
Yintai, Shaanxi, China	Yintai	Shaanxi	China	35.11524	109.09702	Asia/Shanghai
Mainz, Rheinland-Pfalz, Germany	Mainz	Rheinland-Pfalz	Germany	49.98419	8.2791	Europe/Berlin
Pangkalpinang, Bangka-Belitung Islands, Indonesia	Pangkalpinang	Bangka-Belitung Islands	Indonesia	-2.12914	106.11377	Asia/Jakarta
Jamaica, New York, United States	Jamaica	New York	United States	40.69149	-73.80569	America/New_York
Rybinsk, Yaroslavl Oblast, Russia	Rybinsk	Yaroslavl Oblast	Russia	58.04562	38.83811	Europe/Moscow
Santa Rosa, Calabarzon, Philippines	Santa Rosa	Calabarzon	Philippines	14.31222	121.11139	Asia/Manila
Porlamar, Nueva Esparta, Venezuela	Porlamar	Nueva Esparta	Venezuela	10.95771	-63.86971	America/Caracas
San Bernardino, California, United States	San Bernardino	California	United States	34.10834	-117.28977	America/Los_Angeles
Imus, Calabarzon, Philippines	Imus	Calabarzon	Philippines	14.42972	120.93667	Asia/Manila
Vykhino-Zhulebino, Moscow, Russia	Vykhino-Zhulebino	Moscow	Russia	55.70196	37.81178	Europe/Moscow
Lutsk, Volyn, Ukraine	Lutsk	Volyn	Ukraine	50.75932	25.34244	Europe/Kyiv
Freiburg, Baden-Wurttemberg, Germany	Freiburg	Baden-Wurttemberg	Germany	47.9959	7.85222	Europe/Berlin
Zelenograd, Moscow, Russia	Zelenograd	Moscow	Russia	55.9825	37.18139	Europe/Moscow
Archway, England, United Kingdom	Archway	England	United Kingdom	51.56733	-0.13415	Europe/London
Mirpur Khas, Sindh, Pakistan	Mirpur Khas	Sindh	Pakistan	25.5276	69.01255	Asia/Karachi
Biysk, Altai Krai, Russia	Biysk	Altai Krai	Russia	52.53639	85.20722	Asia/Barnaul
Novi Sad, Vojvodina, Serbia	Novi Sad	Vojvodina	Serbia	45.25167	19.83694	Europe/Belgrade
Jinzhou, Liaoning, China	Jinzhou	Liaoning	China	39.1	121.71667	Asia/Shanghai
Monclova, Coahuila, Mexico	Monclova	Coahuila	Mexico	26.90687	-101.42056	America/Monterrey
Tan An, Long An Povince, Vietnam	Tan An	Long An Povince	Vietnam	10.53589	106.41366	Asia/Ho_Chi_Minh
Ma On Shan, Sha Tin, Hong Kong	Ma On Shan	Sha Tin	Hong Kong	22.40613	114.24079	Asia/Hong_Kong
Huntsville, Alabama, United States	Huntsville	Alabama	United States	34.7304	-86.58594	America/Chicago
Guadalupe, Zacatecas, Mexico	Guadalupe	Zacatecas	Mexico	22.74753	-102.51874	America/Mexico_City
Kulob, Khatlon Province, Tajikistan	Kulob	Khatlon Province	Tajikistan	37.91459	69.78454	Asia/Dushanbe
Citeureup, West Java, Indonesia	Citeureup	West Java	Indonesia	-6.48556	106.88194	Asia/Jakarta
Centralniy, St.-Petersburg, Russia	Centralniy	St.-Petersburg	Russia	59.93111	30.36072	Europe/Moscow
Shagamu, Ogun State, Nigeria	Shagamu	Ogun State	Nigeria	6.8485	3.64633	Africa/Lagos
Taboao da Serra, Sao Paulo, Brazil	Taboao da Serra	Sao Paulo	Brazil	-23.62611	-46.79167	America/Sao_Paulo
Bnei Brak, Tel Aviv, Israel	Bnei Brak	Tel Aviv	Israel	32.08074	34.8338	Asia/Jerusalem
Khouribga, Beni Mellal-Khenifra, Morocco	Khouribga	Beni Mellal-Khenifra	Morocco	32.88108	-6.9063	Africa/Casablanca
Yingtan, Jiangxi, China	Yingtan	Jiangxi	China	28.23333	117	Asia/Shanghai
Marcory, Abidjan, Ivory Coast	Marcory	Abidjan	Ivory Coast	5.31198	-3.99363	Africa/Abidjan
Quevedo, Los Rios, Ecuador	Quevedo	Los Rios	Ecuador	-1.02863	-79.46352	America/Guayaquil
Erfurt, Thuringia, Germany	Erfurt	Thuringia	Germany	50.9787	11.03283	Europe/Berlin
Braila, Braila County, Romania	Braila	Braila County	Romania	45.27152	27.97429	Europe/Bucharest
Nazarabad, Alborz Province, Iran	Nazarabad	Alborz Province	Iran	35.95411	50.60607	Asia/Tehran
Bukan, West Azerbaijan, Iran	Bukan	West Azerbaijan	Iran	36.521	46.2089	Asia/Tehran
Spokane, Washington, United States	Spokane	Washington	United States	47.65966	-117.42908	America/Los_Angeles
Jacarei, Sao Paulo, Brazil	Jacarei	Sao Paulo	Brazil	-23.30528	-45.96583	America/Sao_Paulo
Batu, East Java, Indonesia	Batu	East Java	Indonesia	-7.87	112.52833	Asia/Jakarta
Chofu, Tokyo, Japan	Chofu	Tokyo	Japan	35.65924	139.54837	Asia/Tokyo
El Jadida, Casablanca-Settat, Morocco	El Jadida	Casablanca-Settat	Morocco	33.25682	-8.50882	Africa/Casablanca
Zitong, Chongqing, China	Zitong	Chongqing	China	30.1782	105.82991	Asia/Shanghai
Loa Janan, East Kalimantan, Indonesia	Loa Janan	East Kalimantan	Indonesia	-0.58295	117.09503	Asia/Makassar
Fontana, California, United States	Fontana	California	United States	34.09223	-117.43505	America/Los_Angeles
Rancagua, O'Higgins Region, Chile	Rancagua	O'Higgins Region	Chile	-34.17083	-70.74444	America/Santiago
Trondheim, Trondelag, Norway	Trondheim	Trondelag	Norway	63.43049	10.39506	Europe/Oslo
Mallawi, Minya, Egypt	Mallawi	Minya	Egypt	27.73264	30.84129	Africa/Cairo
Nogales, Sonora, Mexico	Nogales	Sonora	Mexico	31.30862	-110.94217	America/Hermosillo
Birmingham, Alabama, United States	Birmingham	Alabama	United States	33.52066	-86.80249	America/Chicago
Cape Coast, Central, Ghana	Cape Coast	Central	Ghana	5.10535	-1.2466	Africa/Accra
Bukit Mertajam, Penang, Malaysia	Bukit Mertajam	Penang	Malaysia	5.36301	100.4667	Asia/Kuala_Lumpur
Lipa City, Calabarzon, Philippines	Lipa City	Calabarzon	Philippines	13.9411	121.1631	Asia/Manila
Luebeck, Schleswig-Holstein, Germany	Luebeck	Schleswig-Holstein	Germany	53.86893	10.68729	Europe/Berlin
Luojiang, Sichuan, China	Luojiang	Sichuan	China	31.30497	104.50484	Asia/Shanghai
Sepang, Selangor, Malaysia	Sepang	Selangor	Malaysia	2.6931	101.7498	Asia/Kuala_Lumpur
Coban, Alta Verapaz, Guatemala	Coban	Alta Verapaz	Guatemala	15.47083	-90.37083	America/Guatemala
Cartagena, Murcia, Spain	Cartagena	Murcia	Spain	37.60197	-0.98397	Europe/Madrid
Alvorada, Rio Grande do Sul, Brazil	Alvorada	Rio Grande do Sul	Brazil	-29.9904	-51.0781	America/Sao_Paulo
Esenyurt, Istanbul, Turkey	Esenyurt	Istanbul	Turkey	41.02697	28.67732	Europe/Istanbul
Modesto, California, United States	Modesto	California	United States	37.6391	-120.99688	America/Los_Angeles
Lijiang, Yunnan, China	Lijiang	Yunnan	China	26.86879	100.22072	Asia/Shanghai
Konibodom, Sughd, Tajikistan	Konibodom	Sughd	Tajikistan	40.29414	70.43122	Asia/Dushanbe
Hailar, Inner Mongolia, China	Hailar	Inner Mongolia	China	49.2	119.7	Asia/Shanghai
Abha, 'Asir Region, Saudi Arabia	Abha	'Asir Region	Saudi Arabia	18.21639	42.50528	Asia/Riyadh
Pskov, Pskov Oblast, Russia	Pskov	Pskov Oblast	Russia	57.81404	28.34493	Europe/Moscow
Daliang, Guangdong, China	Daliang	Guangdong	China	22.84067	113.2503	Asia/Shanghai
Beni Mellal, Beni Mellal-Khenifra, Morocco	Beni Mellal	Beni Mellal-Khenifra	Morocco	32.33725	-6.34983	Africa/Casablanca
Qui Nhon, inh GJinh Province, Vietnam	Qui Nhon	inh GJinh Province	Vietnam	13.77648	109.22367	Asia/Ho_Chi_Minh
Des Moines, Iowa, United States	Des Moines	Iowa	United States	41.60054	-93.60911	America/Chicago
Sidi Bel Abbes, Algeria	Sidi Bel Abbes	Sidi Bel Abbes	Algeria	35.18994	-0.63085	Africa/Algiers
Madiun, East Java, Indonesia	Madiun	East Java	Indonesia	-7.6298	111.5239	Asia/Jakarta
Pali, Rajasthan, India	Pali	Rajasthan	India	25.77276	73.32335	Asia/Kolkata
Arroyo Naranjo, Havana, Cuba	Arroyo Naranjo	Havana	Cuba	23.03811	-82.37703	America/Havana
Jebel Ali, Dubai, United Arab Emirates	Jebel Ali	Dubai	United Arab Emirates	25.00255	55.10811	Asia/Dubai
Bogra, Rajshahi Division, Bangladesh	Bogra	Rajshahi Division	Bangladesh	24.85098	89.37108	Asia/Dhaka
Kostanay, Qostanay, Kazakhstan	Kostanay	Qostanay	Kazakhstan	53.21435	63.62463	Asia/Qostanay
Antakya, Hatay, Turkey	Antakya	Hatay	Turkey	36.20655	36.15722	Europe/Istanbul
Rochester, New York, United States	Rochester	New York	United States	43.15478	-77.61556	America/New_York
Saint-Louis, Senegal	Saint-Louis	Saint-Louis	Senegal	16.01793	-16.48962	Africa/Dakar
Chuncheon, Gangwon-do, South Korea	Chuncheon	Gangwon-do	South Korea	37.87472	127.73417	Asia/Seoul
Babruysk, Mogilev, Belarus	Babruysk	Mogilev	Belarus	53.1384	29.2214	Europe/Minsk
Pamplona, Navarre, Spain	Pamplona	Navarre	Spain	42.81687	-1.64323	Europe/Madrid
Oulu, North Ostrobothnia, Finland	Oulu	North Ostrobothnia	Finland	65.01236	25.46816	Europe/Helsinki
Eindhoven, North Brabant, The Netherlands	Eindhoven	North Brabant	The Netherlands	51.44083	5.47778	Europe/Amsterdam
Kanggye, Chagang-do, North Korea	Kanggye	Chagang-do	North Korea	40.96946	126.58523	Asia/Pyongyang
Presidente Prudente, Sao Paulo, Brazil	Presidente Prudente	Sao Paulo	Brazil	-22.12556	-51.38889	America/Sao_Paulo
Chungju, North Chungcheong, South Korea	Chungju	North Chungcheong	South Korea	36.97666	127.9287	Asia/Seoul
Sao Leopoldo, Rio Grande do Sul, Brazil	Sao Leopoldo	Rio Grande do Sul	Brazil	-29.76028	-51.14722	America/Sao_Paulo
Bade, Taiwan	Bade	Taiwan	Taiwan	24.92981	121.28372	Asia/Taipei
Yamunanagar, Haryana, India	Yamunanagar	Haryana	India	30.12796	77.28371	Asia/Kolkata
Oruro, Bolivia	Oruro	Oruro	Bolivia	-17.98333	-67.15	America/La_Paz
